yildiz,Kategori,oyuncular,yonetmen
8.9,Aksiyon ,"Britt Robertson, George Clooney, Hugh Laurie, Raffey Cassidy",Brad Bird
9.0,Bilim Kurgu ,"Arnold Schwarzenegger, Emilia Clarke, Jai Courtney, Jason Clarke",Alan Taylor
8.6,Dram ,"Amber Marie Bollinger, Artie Ahr, Christine Haeberman, Thomas Stroppel",Khalil Sullins
7.8,Korku ,"Camille Balsamo, Lance Henriksen, Matt Winston, Reid Collums",Alec Gillis
8.4,Aksiyon ,"Hiromi Tsuru, Masaharu Satô, Masako Nozawa, Ryô Horikawa",Tadayoshi Yamamuro
8.4,Gerilim ,"Elodie Yung, Harry Lloyd, James Callis, Kerry Shale",Justin Trefgarne
9.2,Bilim Kurgu ,"Ella-June Henrard, Matthijs van de Sande Bakhuyzen, Tygo Gernandt, Yannick Jozefzoon",Lourens Blok
9.7,Animasyon ,"Eli Marienthal, Harry Connick Jr., Jennifer Aniston, Vin Diesel",Brad Bird
7.5,Dram ,"Alaina Huffman, Krista Bridges, Mike Dopud, Mimi Kuzyk",John L'Ecuyer
8.9,Bilim Kurgu ,"Bipasha Basu, James Mackay, Josh Hartnett, Tamsin Egerton",Roland Joffé
8.5,Dram ,"Heung Wong, Justy Hutchins, Michael Tushaus, Stu Chaiken",Kelly Schwarze
9.5,Bilim Kurgu ,"China Anne McClain, Kelli Berglund, Marshall Williams, Matt Shively",Paul Hoen
8.6,Bilim Kurgu ,"James Mason, Kirk Douglas, Paul Lukas, Peter Lorre",Richard Fleischer
9.5,Bilim Kurgu ,"Kristina Wagner, Mark Dacascos, Robert Patrick, Scott Wolf",James Yukich
9.4,Bilim Kurgu ,"Ben Kingsley, Matthew Goode, Natalie Martinez, Ryan Reynolds",Tarsem Singh
8.6,Bilim Kurgu ,"Haruma Miura, Hiroki Hasegawa, Kanata Hongô, Kiko Mizuhara",Shinji Higuchi
9.7,Dram ,"Antoine Monot Jr., Elyas M'Barek, Tom Schilling, Wotan Wilke Möhring",Baran bo Odar
8.4,Gizem ,"Adam Scott, Clark Duke, Craig Robinson, Rob Corddry",Steve Pink
9.5,Bilim Kurgu ,"Dylan O'Brien, Giancarlo Esposito, Kaya Scodelario, Ki Hong Lee, Thomas Brodie-Sangster",Wes Ball
8.7,Bilim Kurgu ,"Connie Britton, Jesse Eisenberg, John Leguizamo, Kristen Stewart",Nima Nourizadeh
9.6,Dram ,"Jessica Chastain, Kate Mara, Kristen Wiig, Matt Damon",Ridley Scott
6.9,Dram ,"Chiwetel Ejiofor, Chris Pine, Margot Robbie",Craig Zobel
7.4,Bilim Kurgu ,"Freya Adams, Jacqueline Kim, James Urbaniak, Ken Jeong",Jennifer Phang
8.7,Korku ,"Addy Miller, Casper Van Dien, Eddie Jemison, Victoria Pratt",L. Gustavo Cooper
8.6,Korku ,"Ali Larter, Arjun Gupta, Chloe Perrin, Max Rose",Alistair Legrand
9.7,Animasyon ,"C. Thomas Howell, Justin Chambers, Kevin McKidd, Michael B. Jordan",Jay Oliva
8.2,Dram ,"Jai Koutrae, Katherine Hicks, Kendra Appleton, Todd Lasance",Marc Furmie
8.0,Fantastik ,"Dorman Borisman, Mohammad Aditya, Steven Baray, Verdi Solaiman",Brian Yuzna
7.3,Gerilim ,"Ben Feldman, Brandon Routh, Caity Lotz, Dane Cook",Matt Osterman
7.6,Bilim Kurgu ,"Jeremy London, Kelley Whilden, Louise Linton, Sean Patrick Flanery",Travis Zariwny
9.6,Bilim Kurgu ,"Bryce Dallas Howard, Chris Pratt, Judy Greer, Ty Simpkins",Colin Trevorrow
8.2,Bilim Kurgu ,"Aj Benson, Daniel Ball, Gavin Andrus, Peggy Anger",Joaquin Rodriguez
8.6,Dram ,"Abdul Khalim Mamutsiev, Annette Bening, Bérénice Bejo, Maksim Emelyanov",Michel Hazanavicius
9.3,Aksiyon ,"Bradley Cooper, Cole Konis, Kyle Gallner, Sienna Miller",Clint Eastwood
8.3,Aksiyon ,"David Arquette, Jake Lawson, Michael Krebs, Sean Marquette",Sean McNamara
8.3,Dram ,"Ethan Hawke, Fatima El Bahraouy, January Jones, Zoë Kravitz",Andrew Niccol
9.3,Dram ,"Elmo Nüganen, Giorgi Nakashidze, Lembit Ulfsak, Misha Meskhi",Zaza Urushadze
7.8,Dram ,"Pascal Vugts, Ricardo Esser, Tijs Huys, Timothy Flohr",Klaas van Eijkeren
8.1,Biyografi ,"Benjamin O'Mahony, David Elliot, Mark Stanley, Scott Kyle",Paul Katis
8.9,Dram ,"Dal-su Oh, Jin-young Jung, Jung-min Hwang, Yunjin Kim",JK Youn
8.6,Aksiyon ,"Annabelle Wallis, Ed Skrein, Karel Roden, Stanley Weber",Jim Weedon
7.5,Dram ,"Gustav Dyekjær Giese, Lars Mikkelsen, Pilou Asbæk, Simon Sears",Roni Ezra
7.5,Aile ,"Joes Brauers, Maas Bronkhuyzen, Michael Nierse, Tonko Bossen",Dennis Bots
8.5,Aksiyon ,"Billy Boyd, James D'Arcy, Paul Bettany, Russell Crowe",Peter Weir
8.9,Dram ,"Lubna Azabal, Maxim Gaudette, Mustafa Kamel, Mélissa Désormeaux-Poulin",Denis Villeneuve
8.2,Biyografi ,"Cate Blanchett, Clive Owen, Geoffrey Rush, Jordi Mollà",Shekhar Kapur
8.7,Biyografi ,"Don Cheadle, Joaquin Phoenix, Sophie Okonedo, Xolani Mali",Terry George
9.3,Aksiyon ,"Aleksandr Korshunov, Aleksey Kopashov, Andrey Merzlikin, Pavel Derevyanko",Aleksandr Kott
8.1,Dram ,"David O'Hara, Kristanna Loken, Matt Frewer, Noah Dalton Danby",Uwe Boll
9.5,Bilim Kurgu ,"Anton Yelchin, Christian Bale, Moon Bloodgood, Sam Worthington",McG
9.5,Dram ,"Bálint Péntek, Béla Dóra, Marcell Nagy, Áron Dimény",Lajos Koltai
8.9,Aksiyon ,"Ben Affleck, Josh Hartnett, Kate Beckinsale, William Lee Scott",Michael Bay
7.8,Dram ,"Blanche Baker, Kevin Bacon, Nicholas Art, Tom Aldredge",Ross Katz
6.4,Dram ,"Joan Chen, Leehom Wang, Tony Chiu-Wai Leung, Wei Tang",Ang Lee
9.0,Aksiyon ,"Adewale Akinnuoye-Agbaje, Jean-Claude Van Damme, Nicholas Farrell, Steven Berkoff",Peter MacDonald
6.3,Dram ,"Claudio Bigagli, Claudio Bisio, Diego Abatantuono, Giuseppe Cederna",Gabriele Salvatores
8.3,Dram ,"Adriana Altaras, Helge Schneider, Sylvester Groth, Ulrich Mühe",Dani Levy
8.6,Gerilim ,"Izzy Diaz, Patrick Carroll, Rob Devaney, Ty Jones",Brian De Palma
9.4,Biyografi ,"Adrien Brody, Emilia Fox, Frank Finlay, Thomas Kretschmann",Roman Polanski
8.7,Dram ,"Ed Harris, Joseph Fiennes, Jude Law, Rachel Weisz",Jean-Jacques Annaud
8.3,Dram ,"Adrian Topol, Svetlana Ivanova, Tamara Mironova, Uwe Jellinek",Mikhail Segal
9.1,Dram ,"Christopher Lambert, Isaach De Bankolé, Isabelle Huppert, Nicolas Duvauchelle",Claire Denis
7.9,Dram ,"Jonathan Rhys Meyers, Michelle Yeoh, Radha Mitchell, Yun-Fat Chow",Roger Spottiswoode
9.4,Dram ,"Edward Burns, Matt Damon, Tom Hanks, Tom Sizemore",Steven Spielberg
7.2,Dram ,"Ben Kingsley, Guy Pearce, Samuel L. Jackson, Tommy Lee Jones",William Friedkin
8.0,Belgeseller,"Anthony Diaz, Javal Davis, Ken Davis, Megan Ambuhl Graner",Errol Morris
8.0,Aksiyon ,"Jamie Harris, Jay Rodan, Phil McKee, Ricky Schroder",Russell Mulcahy
8.5,Dram ,"Christian Camargo, Harrison Ford, Peter Stebbings, Sam Spruell",Kathryn Bigelow
6.3,Aksiyon ,"Ady An, Mengwei Xie, Ray Lui, Wenkang Yuan",Dong Shen
7.8,Biyografi ,"Adrian Scarborough, Brendan Gleeson, Clive Mantle, Jack Shepherd",Thaddeus O'Sullivan
8.7,Aksiyon ,"Annabel Wright, Billy Zane, Chad Michael Collins, Richard Sammel",Claudio Fäh
8.7,Dram ,"Charles Chaplin, Jack Oakie, Paulette Goddard, Reginald Gardiner",Charles Chaplin
8.3,Aksiyon ,"Heath Ledger, Jason Isaacs, Joely Richardson, Mel Gibson",Roland Emmerich
8.4,Biyografi ,"Angus Macfadyen, Mel Gibson, Patrick McGoohan, Sophie Marceau",Mel Gibson
8.4,Aksiyon ,"Channing Tatum, Donald Sutherland, István Göz, Jamie Bell",Kevin Macdonald
7.7,Aksiyon ,"Coral Beed, Laurence Fox, Louis Dempsey, Lucy Gaskell",Colin Teague
7.6,Aksiyon ,"Christopher Serrone, Kyle Erickson, Michael Conner Humphreys, Philip De Lorenzo",Curt A. Sindelar
10.0,Dram ,"Kinga Preis, Sara Knothe, Stanislawa Celinska, Urszula Grabowska",Feliks Falk
6.3,Aksiyon ,"Elias Toufexis, Jason Gedrick, Sebastian Knapp, Tamara Hope",Jeff Renfroe
7.1,Aksiyon ,"Brian Cox, James Purefoy, Jason Flemyng, Paul Giamatti",Jonathan English
8.2,Dram ,"Lola Naymark, Robinson Stévenin, Simon Abkarian, Virginie Ledoyen",Robert Guédiguian
7.5,Aksiyon ,"Aishwarya Rai Bachchan, Ben Kingsley, Colin Firth, Peter Mullan",Doug Lefler
6.9,Dram ,"George Sanders, Joan Bennett, John Carradine, Walter Pidgeon",Fritz Lang
7.4,Dram ,"Daniel Brühl, John Malkovich, Thomas Kretschmann, Vera Farmiga",Tom Roberts
8.9,Dram ,"Amanda Seyfried, Channing Tatum, Henry Thomas, Richard Jenkins",Lasse Hallström
5.7,Aksiyon ,"Anthony Barrile, Don Cheadle, Michael Boatman, Michael Dolan",John Irvin
8.9,Aksiyon ,"Denzel Washington, Gene Hackman, George Dzundza, Matt Craven",Tony Scott
7.6,Aksiyon ,"Charles Dance, Krystof Hádek, Ondrej Vetchý, Tara Fitzgerald",Jan Sverák
8.1,Aksiyon ,"Cem Arabacioglu, Hamdi Akden, Ismail Hakki Ürün, Mürsit Bag",Mehmet Tanrisever
8.7,Aksiyon ,"Greg Kinnear, Madeleine Stowe, Mel Gibson, Sam Elliott",Randall Wallace
7.7,Dram ,"Chafia Boudraa, Jamel Debbouze, Roschdy Zem, Sami Bouajila",Rachid Bouchareb
7.0,Biyografi ,"Andreas Schmidt, Joachim Król, Julien Boisselier, Roger Casamajor",Jo Baier
8.9,Dram ,"Adam Baldwin, Matthew Modine, R. Lee Ermey, Vincent D'Onofrio",Stanley Kubrick
7.2,Aksiyon ,"Adi Adouan, Alon Aboutboul, Guy Apriat, Ya'akov Ahimeir",Joseph Cedar
8.2,Aksiyon ,"Alexa Davalos, Daniel Craig, Jamie Bell, Liev Schreiber",Edward Zwick
7.5,Biyografi ,"Caroline Kava, Josh Evans, Raymond J. Barry, Tom Cruise",Oliver Stone
9.3,Aksiyon ,"Kazunari Ninomiya, Ken Watanabe, Ryo Kase, Tsuyoshi Ihara",Clint Eastwood
8.0,Dram ,"Carice van Houten, Halina Reijn, Sebastian Koch, Thom Hoffman",Paul Verhoeven
8.4,Dram ,"Frédéric Pierrot, Kristin Scott Thomas, Mélusine Mayance, Niels Arestrup",Gilles Paquet-Brenner
8.0,Aksiyon ,"Gaspard Ulliel, Grégoire Leprince-Ringuet, Lambert Wilson, Mélanie Thierry",Bertrand Tavernier
8.7,Aksiyon ,"Greg Kinnear, Igal Naor, Jason Isaacs, Matt Damon",Paul Greengrass
9.3,Dram ,"Nadezhda Mikhalkova, Nikita Mikhalkov, Oleg Menshikov, Sergey Makovetskiy",Nikita Mikhalkov
8.4,Dram ,"Gordana Vukres, Jesse Eisenberg, Richard Gere, Terrence Howard",Richard Shepard
9.3,Aksiyon ,"Eva Green, Liam Neeson, Martin Hancock, Orlando Bloom",Ridley Scott
8.5,Aksiyon ,"Aksel Hennie, Danny Dyer, Izabella Miko, Sean Bean",Adrian Vitoria
8.9,Biyografi ,"Cary Elwes, Denzel Washington, Matthew Broderick, Morgan Freeman",Edward Zwick
7.6,Biyografi ,"Evgeniy Sidikhin, Irm Hermann, Nina Hoss, Rüdiger Vogler",Max Färberböck
7.7,Biyografi ,"Anna Paquin, Goran Visnjic, Marcia Gay Harden, Nathaniel Parker",John Kent Harrison
8.3,Dram ,"Abbie Cornish, Joseph Gordon-Levitt, Rob Brown, Ryan Phillippe",Kimberly Peirce
7.3,Dram ,"Armin Mueller-Stahl, Gabriel Byrne, Mira Sorvino, Olga Sutulova",Aleksandr Buravskiy
8.7,Dram ,"August Diehl, Devid Striesow, Karl Markovics, Martin Brambach",Stefan Ruzowitzky
7.2,Dram ,"Christo Jivkov, F. Murray Abraham, Raz Degan, Rutger Hauer",Renzo Martinelli
8.3,Aksiyon ,"Ben Stiller, Jack Black, Jeff Kahn, Robert Downey Jr.",Ben Stiller
8.8,Aksiyon ,"Clancy Brown, Karl Urban, Moon Bloodgood, Russell Means",Marcus Nispel
8.0,Dram ,"Giorgio Cataldi, Laura Betti, Paolo Bonacelli, Umberto Paolo Quintavalle",Pier Paolo Pasolini
8.7,Dram ,"Bobby Moore, Michael Caine, Pelé, Sylvester Stallone",John Huston
6.6,Biyografi ,"Anne Consigny, Daniel Brühl, Steve Buscemi, Ulrich Tukur",Florian Gallenberger
8.3,Aksiyon ,"Andreas Wisniewski, Dominic West, Michael Fassbender, Olga Kurylenko",Neil Marshall
8.4,Dram ,"Iván Fenyö, Kata Dobó, Károly Gesztesi, Sándor Csányi",Krisztina Goda
8.1,Aksiyon ,"Daniel Day-Lewis, Eric Schweig, Madeleine Stowe, Russell Means",Michael Mann
7.6,Dram ,"Itay Tiran, Michael Moshonov, Oshri Cohen, Yoav Donat",Samuel Maoz
7.8,Dram ,"Alexi Kaye Campbell, Ashley Artus, Josef Altin, Joseph Muir",Andy De Emmony
8.0,Aksiyon ,"Andy Lau, Cunxin Pu, Maggie Q, Sammo Kam-Bo Hung",Daniel Lee
8.3,Dram ,"Charles Bronson, James Garner, Richard Attenborough, Steve McQueen",John Sturges
9.1,Aksiyon ,"James Franco, Jean Reno, Jennifer Decker, Scott Hazell",Tony Bill
6.9,Gerilim ,"Emmanuelle Seigner, Iftach Ophir, Vincent Gallo, Zach Cohen",Jerzy Skolimowski
8.6,Biyografi ,"Chintara Sukapatana, Forest Whitaker, Robin Williams, Tung Thanh Tran",Barry Levinson
8.9,Aksiyon ,"Dong-Gun Jang, Eun-ju Lee, Hyeong-jin Kong, Won Bin",Je-kyu Kang
6.1,Aksiyon ,"Anthony Quayle, Anthony Quinn, David Niven, Gregory Peck",J. Lee Thompson
7.9,Dram ,"Brenda Blethyn, James McAvoy, Keira Knightley, Saoirse Ronan",Joe Wright
6.8,Macera ,"Jack Elam, Jennifer O'Neill, John Wayne, Jorge Rivero",Howard Hawks
7.2,Dram ,"Audrey Tautou, Dominique Pinon, Gaspard Ulliel, Jodie Foster",Jean-Pierre Jeunet
7.3,Aksiyon ,"Jin-mo Ju, Sung-Ki Ahn, Woo-sung Jung, Ziyi Zhang",Sung-su Kim
8.8,Aksiyon ,"Benedict Cumberbatch, David Thewlis, Emily Watson, Jeremy Irvine",Steven Spielberg
7.9,Aksiyon ,"Alexander Polinsky, Corbin Allred, Kirby Heyborne, Larry Bagby",Ryan Little
8.0,Aksiyon ,"Jake Gyllenhaal, Natalie Portman, Sam Shepard, Tobey Maguire",Jim Sheridan
7.6,Dram ,"Jamie Campbell Bower, Martijn Lakemeier, Raymond Thiry, Yorick van Wageningen",Martin Koolhoven
7.9,Dram ,"Anna Volska, Claire van der Boom, Khan Chittenden, Sarah Snook",Brendan Maher
7.4,Aksiyon ,"Gürkan Uygun, Kenan Çoban, Necati Sasmaz, Nur Fettahoglu",Zübeyr Sasmaz
9.0,Aksiyon ,"Anne Bancroft, Demi Moore, Jason Beghe, Viggo Mortensen",Ridley Scott
9.1,Aksiyon ,"Joseph Fiennes, Lena Headey, Matthias Schweighöfer, Til Schweiger",Nikolai Müllerschön
9.4,Dram ,"Anthony Michael Jones, Christine Mourad, Dreya Weber, Paris P. Pickard",Ned Farr
7.5,Dram ,"Colin Farrell, Jamie Sives, Kelly Reilly, Paz Vega",Danis Tanovic
7.9,Dram ,"Aitor Merino, Kate Maberly, Paul Fox, Tom Hardy",Martin Huberty
6.7,Dram ,"Meryl Streep, Michael Peña, Robert Redford, Tom Cruise",Robert Redford
7.2,Aksiyon ,"Coral Beed, Laurence Fox, Louis Dempsey, Lucy Gaskell",Colin Teague
6.5,Biyografi ,"Jerzy Gralek, Kamilla Baar, Krzysztof Pieczynski, Tomasz Sobczak",Anna Jadowska
7.9,Biyografi ,"John Malkovich, Milla Jovovich, Rab Affleck, Stéphane Algoud",Luc Besson
8.3,Aksiyon ,"Clint Eastwood, Mary Ure, Patrick Wymark, Richard Burton",Brian G. Hutton
7.2,Biyografi ,"Charlie Cox, Dougray Scott, Rodrigo Santoro, Wes Bentley",Roland Joffé
7.5,Dram ,"Aleksandar Stojkovic, Ljubomir Bandovic, Tihomir Stanic, Vuk Kostic",Dejan Zecevic
5.3,Biyografi ,"Justus von Dohnányi, Martina Gedeck, Moritz Bleibtreu, Tobias Moretti",Oskar Roehler
7.5,Dram ,"Goran Kostic, Rade Serbedzija, Vanessa Glodjo, Zana Marjanovic",Angelina Jolie
7.6,Dram ,"Karel Roden, Roman Luknár, Zuzana Bydzovská, Zuzana Fialová",Petr Nikolaev
8.2,Dram ,"Georg Friedrich, Marthe Keller, Moritz Bleibtreu, Ursula Strauss",Wolfgang Murnberger
7.4,Aksiyon ,"Antonio Banderas, Freida Pinto, Mark Strong, Tahar Rahim",Jean-Jacques Annaud
8.9,Aksiyon ,"Jack Huston, Jim Caviezel, Ron Perlman, Sophia Myles",Howard McCain
8.5,Dram ,"Brad Pitt, Diane Kruger, Eli Roth, Mélanie Laurent",Quentin Tarantino
8.4,Biyografi ,"BD Wong, Brad Pitt, David Thewlis, Mako",Jean-Jacques Annaud
8.2,Dram ,"Angelina Jolie, Clive Owen, Linus Roache, Teri Polo",Martin Campbell
9.4,Aile ,"David Wenham, Emily Barclay, Hugo Weaving, Jim Sturgess",Zack Snyder
8.4,Aksiyon ,"Jackie Chan, Leehom Wang, Peng Lin, Sung-jun Yoo",Sheng Ding
9.0,Aksiyon ,"Bruce Willis, Cole Hauser, Eamonn Walker, Monica Bellucci",Antoine Fuqua
8.3,Dram ,"Bruce Willis, Cole Hauser, Colin Farrell, Terrence Howard",Gregory Hoblit
8.9,Aksiyon ,"Amadu Mamadakov, Honglei Sun, Khulan Chuluun, Tadanobu Asano",Sergei Bodrov
8.9,Aksiyon ,"Bergüzar Korel, Billy Zane, Ghassan Massoud, Necati Sasmaz",Serdar Akar
8.1,Aksiyon ,"Jason Statham, Leelee Sobieski, Ray Liotta, Ron Perlman",Uwe Boll
9.0,Dram ,"Bill Nighy, Carice van Houten, Kenneth Branagh, Tom Cruise",Bryan Singer
9.1,Biyografi ,"Anthony Quinn, Irene Papas, Johnny Sekka, Michael Ansara",Moustapha Akkad
8.2,Aksiyon ,"Benoît Magimel, Denis Ménochet, Diane Kruger, Djimon Hounsou",Stéphane Rybojad
9.1,Aksiyon ,"Jackson Bond, James Cromwell, John Cromwell, Jonathan Bennett",Samuel Fischer
9.2,Biyografi ,"Alexandra Maria Lara, Bruno Ganz, Juliane Köhler, Ulrich Matthes",Oliver Hirschbiegel
9.3,Dram ,"Giorgio Cantarini, Giustino Durano, Nicoletta Braschi, Roberto Benigni",Roberto Benigni
9.2,Dram ,"Asa Butterfield, David Thewlis, Rupert Friend, Zac Mattoon O'Brien",Mark Herman
6.1,Aksiyon ,"Andrea Lowe, Geoff Bell, John Bishop, Mark Womack",Ken Loach
8.0,Dram ,"Jason Isaacs, Jodie Whittaker, Steven Mackintosh, Viggo Mortensen",Vicente Amorim
8.6,Aksiyon ,"Artyom Fadeev, Egor Beroev, Maksim Matveev, Svetlana Ivanova",Dzhanik Fayziev
9.1,Dram ,"Christian Bale, John Malkovich, Miranda Richardson, Nigel Havers",Steven Spielberg
8.4,Dram ,"Christian Bale, John Hurt, Nicolas Cage, Penélope Cruz",John Madden
6.3,Dram ,"Michael Peña, Molly Hagan, Rachel McAdams, Tim Robbins",Neil Burger
8.8,Belgeseller,"Bill Maher, Jonathan Boulden, Steve Burg, Tal Bachman",Larry Charles
6.7,Biyografi ,"Hannu-Pekka Björkman, Maria Heiskanen, Matleena Kuusniemi, Tiina Weckström",Juha Wuolijoki
8.7,Aksiyon ,"Biao Yuen, Haing S. Ngor, Joyce Godenzi, Sammo Kam-Bo Hung",Sammo Kam-Bo Hung
7.9,Dram ,"Gad Elmaleh, Jean Reno, Mélanie Laurent, Raphaëlle Agogué",Rose Bosch
8.8,Dram ,"Claude Rains, Humphrey Bogart, Ingrid Bergman, Paul Henreid",Michael Curtiz
9.2,Aksiyon ,"Chang-Seok Ko, Ha-kyun Shin, Seung-su Ryu, Soo Go",Hun Jang
8.9,Aksiyon ,"Chao Deng, Hanyu Zhang, Wenkang Yuan, Yan Tang",Xiaogang Feng
8.7,Biyografi ,"Alan Arkin, Antonio Banderas, Eion Bailey, Jim Broadbent",Bruce Beresford
8.5,Dram ,"Agnieszka Grochowska, Benno Fürmann, Maria Schrader, Robert Wieckiewicz",Agnieszka Holland
8.8,Animasyon ,"Ari Folman, Ori Sivan, Ron Ben-Yishai, Ronny Dayag",Ari Folman
9.3,Aksiyon ,"Antonio Banderas, Freida Pinto, Mark Strong, Tahar Rahim",Jean-Jacques Annaud
9.5,Aksiyon ,"Amin Zendegani, Elham Hamidi, Hossein Mahjoub, Mahmood Pakniat",Shahriar Bahrani
8.8,Aksiyon ,"Emmanuelle Chriqui, Heather Graham, Richard Coyle, Rupert Friend",Renny Harlin
9.4,Dram ,"Eileen Atkins, Jude Law, Nicole Kidman, Renée Zellweger",Anthony Minghella
9.1,Dram ,"Christian Bale, Ni Ni, Tianyuan Huang, Xinyi Zhang",Yimou Zhang
8.5,Dram ,"David O'Hara, Kristanna Loken, Matt Frewer, Noah Dalton Danby",Uwe Boll
8.4,Dram ,"Eka Darville, Healesville Joel, Hugh Laurie, Xzannjah Matsi",Andrew Adamson
9.5,Aksiyon ,"Brad Pitt, Logan Lerman, Michael Peña, Shia LaBeouf",David Ayer
8.8,Aksiyon ,"Alex Reid, George Russo, Noel Clarke, Tom Hughes",Ronnie Thompson
9.4,Biyografi ,"Domhnall Gleeson, Garrett Hedlund, Jack O'Connell, Miyavi",Angelina Jolie
8.6,Dram ,"Kristen Stewart, Lane Garrison, Payman Maadi, Tara Holt",Peter Sattler
8.2,Aksiyon ,"Jack O'Connell, Paul Popplewell, Sam Reid, Sean Harris",Yann Demange
6.0,Dram ,"Bogdan Iancu, Gérard Depardieu, Harvey Keitel, Laura Morante",Bogdan Dumitrescu
9.2,Dram ,"Abdul Khalim Mamutsiev, Annette Bening, Bérénice Bejo, Maksim Emelyanov",Michel Hazanavicius
7.5,Dram ,"Hye-Kyo Song, Masami Nagasawa, Takeshi Kaneshiro, Ziyi Zhang",John Woo
7.5,Dram ,"Daniel de Oliveira, Francisco Gaspar, Sergio Rubini, Thogun Teixeira",Vicente Ferraz
8.5,Dram ,"Luke Moran, Omid Abtahi, Sara Paxton, Sean Astin",Luke Moran
8.7,Aksiyon ,"Bokeem Woodbine, Cole Hauser, Danielle Savre, Josh Kelly",Don Michael Paul
9.4,Aile ,"Josh Wiggins, Lauren Graham, Luke Kleintank, Thomas Haden Church",Boaz Yakin
9.1,Dram ,"Hye-Kyo Song, Masami Nagasawa, Takeshi Kaneshiro, Ziyi Zhang",John Woo
8.4,Dram ,"Djemel Barek, Reda Kateb, Viggo Mortensen, Vincent Martin",David Oelhoffen
8.9,Dram ,"Eric Godon, Kristin Scott Thomas, Margot Robbie, Michelle Williams",Saul Dibb
7.9,Aksiyon ,"Adam Gregory, Christoph Malzl, Michael Todd Behrens, Timothy S. Shoemaker",Ryan Little
9.1,Aksiyon ,"Donald Sutherland, Esther Purves-Smith, Kiefer Sutherland, Lex Cassar",Jon Cassar
9.3,Aksiyon ,"Armie Hammer, Johnny Depp, Tom Wilkinson, William Fichtner",Gore Verbinski
7.5,Dram ,"Brady Jandreau, Lilly Jandreau, Mooney, Tim Jandreau",Chloé Zhao
7.9,Aksiyon ,"Anjelica Huston, Liam Neeson, Michael Wincott, Pierce Brosnan",David Von Ancken
6.7,Korku ,"Ashley Zukerman, Caitlin Gerard, Julia Goldani Telles, Miles Anderson",Emma Tammi
8.7,Dram ,"Ava Cooper, Rosamund Pike, Scott Shepherd, Stella Cooper",Scott Cooper
7.1,Fantastik ,"Jennifer Laporte, Lance Henriksen, Michael Eklund, Tony Todd",Michael Steves
8.5,Aksiyon ,"Louise Lombard, Omar Sharif, Viggo Mortensen, Zuleikha Robinson",Joe Johnston
7.7,Biyografi ,"Chris Pratt, Dane DeHaan, Jake Schur, Leila George",Vincent D'Onofrio
6.8,Western ,"Aden Yazzie, Greg Bronson, Mike Buskirk, Paul Winters",Paul Winters
6.9,Dram ,"James Badge Dale, Lily James, Luke Kirby, Tessa Thompson",Nia DaCosta
7.9,Dram ,"Jake Gyllenhaal, Joaquin Phoenix, John C. Reilly, Riz Ahmed",Jacques Audiard
6.5,Romantik ,"David Thomas Jenkins, Kiowa Gordon, Matt Dallas, Stef Dawson",James Cotten
7.7,Dram ,"Alice Braga, Chico Díaz, Claudio Tolcachir, Gael García Bernal",Pablo Fendrik
8.7,Biyografi ,"Alan Arkin, Antonio Banderas, Eion Bailey, Jim Broadbent",Bruce Beresford
6.1,Aksiyon ,"Franco Nero, José Bódalo, José Canalejas, Loredana Nusciak",Sergio Corbucci
7.7,Aksiyon ,"Gene Hackman, Leonardo DiCaprio, Russell Crowe, Sharon Stone",Sam Raimi
7.7,Dram ,"Adam Beach, Aidan Quinn, Anna Paquin, August Schellenberg",Yves Simoneau
8.4,Dram ,"Mümtaz Ener, Reha Yurdakul, Yilmaz Güney, Zuhal Aktan",Ertem Göreç
5.5,Dram ,"Barry Pepper, Dwight Yoakam, January Jones, Tommy Lee Jones",Tommy Lee Jones
5.7,Aksiyon ,"Ed Harris, Jeremy Irons, Renée Zellweger, Viggo Mortensen",Ed Harris
8.5,Komedi ,"Daniel Prévost, Jean Dujardin, Michaël Youn, Sylvie Testud",James Huth
6.6,Dram ,"Bruce Greenwood, Michelle Williams, Paul Dano, Will Patton",Kelly Reichardt
7.6,Aksiyon ,"Cindy Sampson, James Marsters, Sanny van Heteren, Sebastian Knapp",Kristoffer Tabori
7.5,Aksiyon ,"Eric Balfour, Henry Thomas, Jenna Dewan, Lou Taylor Pucci",Tanner Beard
7.5,Aksiyon ,"Gareth Reeves, Mark Mitchinson, Nicholas McGough, Ray Winstone",Ian Sharp
6.2,Western ,"Adrian Hough, Lara Gilchrist, Luke Perry, Ron Lea",Jason Priestley
6.9,Korku ,"Doug Bradley, Jonnie Hurn, Natalia Celino, Rita Ramnani",Drew Cullingham
8.7,Aile ,"Jackie Chan, Jim Broadbent, Kathy Bates, Steve Coogan",Frank Coraci
6.7,Aksiyon ,"Eduardo Noriega, Magaly Solier, Sam Shepard, Stephen Rea",Mateo Gil
7.2,Aksiyon ,"Geoffrey Rush, Heath Ledger, Naomi Watts, Orlando Bloom",Gregor Jordan
5.8,Dram ,"Cote de Pablo, Dwight Yoakam, Jon Foster, Lizzy Caplan",Tiller Russell
5.7,Dram ,"David Fine, Kevin Copps, Phil Austin, Tony Kitchin",Isaac Pingree
7.6,Aksiyon ,"Abigail Spencer, Daniel Craig, Harrison Ford, Olivia Wilde",Jon Favreau
6.9,Aksiyon ,"Brad Greenquist, Brad Johnson, Keith Stone, Wendy Carter",Todor Chapkanov
